Donor_Id,Decimal_Values,Link_Image,Cand_Name,Cand_Id,Cand_Office,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,funding1,fund2,donations3,gifts4,donat5,transac6,grants7,money8,gift9,gift10,funding11,donations12,donations13
246,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OR04159&tabIndex=1,"ARCANGEL, DANIEL R",H8OR04159,H,OR,4,DEM,168 ASH CREEK DR E,APT 10,MONMOUTH,OR,97361,167.75,-,-,50.00,50.00,-,-,330.00,-,-,-,-,-
247,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA07193&tabIndex=1,"HAZEL, SHANE",H8GA07193,H,GA,7,REP,2300 BETHELVIEW RD,#110-183,CUMMING,GA,30040,-,-,35496.63,23879.94,59376.57,100.00,-,-,-,-,-,102.56,-
248,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA13043&tabIndex=1,"AKINKUGBE, FEMI",H8GA13043,H,GA,13,REP,2300 BETHELVIEW RD,#110-183,STOCKBRIDGE,GA,30040,-,-,-,-,-,-,-,-,-,-,-,-,-
249,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OR05107&tabIndex=1,"SCHRADER, KURT",H8OR05107,H,OR,5,DEM,2525 N BAKER,#110-183,CANBY,OR,97013,2420380.51,-,544533.21,59700.49,604233.70,1463905.69,16.33,-,-,-,-,10636.44,1746.30
250,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8PA01245&tabIndex=1,"LAWRENCE, MICHELE",H8PA01245,H,PA,2,DEM,2553 E NORRIS ST,#110-183,PHILADELPHIA,PA,19125,39530.15,331440.66,19350.00,6832.00,26182.09,1000.00,-,-,-,312000.00,-,-,5.40
251,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8WA08114&tabIndex=1,"AHN, POGA",H8WA08114,H,WA,8,DEM,PO BOX 9100,#110-183,SEATTLE,WA,98109,-,-,-,893.80,893.80,-,-,3010.49,-,-,-,-,-
252,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL16112&tabIndex=1,"MARSHALL, ZANE EDWARD",H8IL16112,H,IL,16,REP,418 SOUTH FIRST ST APT F,#110-183,ROCKFORD,IL,61104,-,-,-,-,-,-,-,-,-,-,-,-,-
253,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8CA00341&tabIndex=1,"HODGE, CHARLES JUNIOR",S8CA00341,S,CA,0,IND,2351 WYDA WAY APART 1115,#110-183,SACRAMENTO,CA,95825,-,-,-,-,-,-,-,-,-,-,-,-,-
254,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH01126&tabIndex=1,"SETA, ANTHONY J.",H8OH01126,H,OH,1,GRE,"8041 PIPPIN ROAD, #2",#110-183,CINCINNATI,OH,45239,-,-,-,-,-,-,-,-,-,-,-,-,-
255,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH11323&tabIndex=1,"ROSS, FELICIA WASHINGTON",H8OH11323,H,OH,11,DEM,97 E INTERSTATE STREET,#110-183,BEDFORD,OH,44146,-,-,-,-,-,-,-,-,-,-,-,-,-
256,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX08072&tabIndex=1,"RICKER, SEAN STEWARD",H8TX08072,H,TX,8,REP,PO BOX 294,#110-183,PINEHURST,TX,77362,-,-,-,-,-,-,-,-,-,-,-,-,-
257,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT01109&tabIndex=1,"BUCHMAN, JOSEPH GEDDES",H8UT01109,H,UT,3,LIB,584 HILLSIDE CIRCLE,#110-183,ALPINE,UT,84004,-,-,-,-,-,-,-,-,-,-,-,-,-
258,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8VA05114&tabIndex=1,"HUFFSTETLER, ROGER DEAN RD",H8VA05114,H,VA,5,DEM,PO BOX 1101,#110-183,CHARLOTTESVILLE,VA,22902,7178.70,-,866792.45,86237.55,953030.00,38250.00,-,-,146608.46,-,-,2545.72,-
259,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8NJ00442&tabIndex=1,"USMAN, MUHAMMAD",S8NJ00442,S,NJ,0,IND,4 PLEASENTVIEW DRIVE,#110-183,PISCATAWAY,NJ,8854,-,-,-,-,-,-,-,-,-,-,-,-,-
260,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8TX00327&tabIndex=1,"HERNANDEZ, IRASEMA RAMIREZ",S8TX00327,S,TX,0,DEM,609 HERON LANE,#110-183,PASADENA,TX,77502,-,-,-,-,-,-,-,-,-,-,-,-,-
261,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8VT00117&tabIndex=1,"ADELUOLA, FOLASADE",S8VT00117,S,VT,0,DEM,4393 W LAKE POTOMAC VIEW G,#110-183,GREENFIELD,IN,46140,-,-,-,-,-,-,-,-,-,-,-,-,-
262,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03055&tabIndex=1,"FRIEDBAUM, JEREMY",H8UT03055,H,UT,3,REP,1072 WEST 1100 NORTH,#110-183,PROVO,UT,84604,-,-,-,-,-,-,-,-,-,-,-,-,-
263,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03204&tabIndex=1,"JAVED, FAEIZA",H8UT03204,H,UT,3,DEM,5313 SOUTH COBBLE CREEK ROAD,APT 27E,MURRAY,UT,84117,-,-,-,-,-,-,-,-,-,-,-,-,-
264,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03212&tabIndex=1,"ALDRICH, DEBORAH",H8UT03212,H,UT,3,REP,734 EREKSON COURT,APT 27E,MURRAY,UT,84107,-,-,-,-,-,-,-,-,-,-,-,-,-
265,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03220&tabIndex=1,"COTTAM, BRINGHAM RHEAD",H8UT03220,H,UT,3,REP,3710 S PEACH STREET,APT 27E,SALT LAKE CITY,UT,84109,-,-,-,-,-,-,-,-,-,-,-,-,-
266,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03246&tabIndex=1,"FIFE, PAUL DAVID",H8UT03246,H,UT,3,REP,474 SOUTH 300 WEST,APT 27E,PROVO,UT,84601,-,-,-,-,-,-,-,-,-,-,-,-,-
267,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03279&tabIndex=1,"KUDER, KEITH",H8UT03279,H,UT,3,REP,77 EAST 460 NORTH,APT 27E,VINEYARD,UT,84058,-,-,-,-,-,-,-,-,-,-,-,-,-
268,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03303&tabIndex=1,"ROW, SHANE HORTON",H8UT03303,H,UT,3,REP,229 EAST HILL AVE APT 1,APT 27E,SALT LAKE CITY,UT,84107,-,-,-,-,-,-,-,-,-,-,-,-,-
269,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03311&tabIndex=1,"CHRISTENSEN, JASON",H8UT03311,H,UT,3,OTH,941 SOUTH STATE STREET,APT 27E,PROVO,UT,84606,-,-,-,-,-,-,-,-,-,-,-,-,-
270,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MD01177&tabIndex=1,"GALBRAITH, ALLISON MS.",H8MD01177,H,MD,1,DEM,PO BOX 25,APT 27E,FALLSTON,MD,21047,319.98,350.00,33834.61,76231.05,110065.66,-,-,102.00,-,350.00,-,-,-
271,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY27176&tabIndex=1,"MCMURRAY, NATHAN DOUGLAS",H8NY27176,H,NY,27,DEM,1041 FOXCROFT,APT 27E,GRAND ISLAND,NY,14072,11577.01,18000.00,630424.39,494957.19,1125381.58,146565.00,-,250.00,-,18000.00,-,411.18,13669.04
